Credit_Card,Age,Student,Account_Balance,CS,GEXP_1,DIN_1,TRANS_1,ENT_1,GROC_1,HOTEL_1,AIR_1,GEXP_2,DIN_2,TRANS_2,ENT_2,GROC_2,HOTEL_2,AIR_2,GEXP_3,DIN_3,TRANS_3,ENT_3,GROC_3,HOTEL_3,AIR_3,student_exp1,student_exp2,student_exp3,total_qs1,total_journey_over,qs_total,bp_total,savorone,ventureone
JourneyStudent,2,1,1000-10000,Average,4655.189665,2763.660273,3243.397687,2580.312425,3286.351705,480.2891927,784.8095611,7656.085791,3869.818606,4424.715568,2491.843187,3725.98964,697.4659084,1067.8592,10872.5937,4524.467857,6209.900318,2303.687751,3415.237674,597.7493764,1900.040546,15764.27339,13802.83781,13839.57843,534.1003444,542.5836203,0,0,0,0
JourneyStudent,5,1,<100,Average,5147.509295,2955.222564,4167.30445,2281.85152,3518.81032,557.1114088,1241.646298,8133.277386,4285.72568,4278.195543,1763.362877,3390.858798,630.2184834,2090.801514,12246.08006,5868.859444,7047.961016,1842.558753,4469.046204,739.8134928,2467.953267,14707.81782,14444.33848,14746.16686,541.4748473,548.7290394,0,0,0,0
QuickSilverOne,5,0,1000-10000,Average,4429.200571,2460.359568,3791.884591,2670.384438,1632.625973,777.1314459,1090.499212,5624.301781,2429.404226,3032.434376,2325.83868,1368.507016,761.1831692,926.1390862,7645.133079,2943.050208,2504.654925,3390.805683,1725.8927,902.156553,1167.672615,0,0,0,213.781287,0,0,0,0,0
JourneyStudent,2,1,>10000,Average,4827.94984,2766.936071,3342.945818,2936.992222,2892.111403,436.5904181,1377.597417,7397.226439,3249.143608,4744.716404,2419.829803,4466.625256,424.7282724,1527.774239,7266.25854,2447.105162,7416.781787,1969.524119,6361.726949,436.9143801,1601.118611,17405.33299,13711.95839,10129.77526,501.7059995,515.5883329,0,0,0,0
JourneyStudent,6,1,1000-10000,Average,4311.462342,2499.270703,4168.285331,2789.093457,2399.658286,409.7979976,1376.291758,6898.366305,3736.785544,5254.476379,3209.372284,3057.544762,462.7772173,2381.727359,11214.14535,4567.830268,6246.92745,4408.503771,4333.566845,430.3074102,3904.205186,16064.10323,14000.61841,11542.8211,507.1131411,520.0942842,0,0,0,0
QuickSilverOne,4,0,100-1000,Average,4733.431117,2608.790325,4352.943622,2747.923203,3541.212489,545.8899633,1307.074473,6648.758371,3237.991791,6418.480496,3486.73829,4924.946933,411.3062616,950.3013599,5841.00498,4381.376478,7687.807706,4886.427666,4579.258428,409.8144564,1414.787695,0,0,0,258.5589779,0,0,0,0,0
QuickSilverOne,4,0,<100,Average,4368.566615,2960.426525,3575.253809,2036.597094,2321.17306,694.2673397,1646.537599,5849.65513,2187.442045,3232.263174,3030.614964,2611.438393,897.981281,1877.799961,8240.656205,3245.038308,4463.348657,3861.441727,3810.992675,959.0667135,1443.346911,0,0,0,225.0423306,0,0,0,0,0
QuickSilverOne,5,1,100-1000,Average,4381.713769,2637.267376,3223.935826,2687.660472,2461.508488,548.950761,1340.111122,6390.574937,2815.125929,3979.263344,3423.719798,2858.198761,725.3941603,2326.677119,9918.232573,3062.375639,5701.249798,3300.178619,4394.91233,645.58354,2717.283208,19056.48199,18392.87127,19820.93867,742.0543788,715.878649,0,0,0,0
QuickSilverOne,6,1,<100,Average,4914.882118,3079.500435,3504.520865,2071.500263,3427.996736,676.6061434,1201.69592,5757.013336,4430.93491,6183.793358,2036.604905,5868.892096,839.4670143,1558.044753,8407.519346,5045.064025,6064.773746,1743.865225,6684.024051,601.4460965,2066.374912,18248.57777,18639.08479,18352.39039,711.6007942,690.5006618,0,0,0,0
QuickSilverOne,2,0,<100,Average,5128.101937,2167.197172,3378.299378,2476.582342,1985.730386,583.1420117,1352.396308,5263.742562,2405.876207,4632.136366,2266.86156,2951.910836,546.4060969,970.4147847,4906.233892,3595.027653,4795.889108,1673.673119,4072.259224,641.9711299,916.1073114,0,0,0,217.071743,0,0,0,0,0
QuickSilverOne,4,0,100-1000,Average,4532.120696,2549.501557,3882.190011,2962.94279,2420.563751,608.0469896,1922.83845,3716.778332,1915.762312,4253.507235,2920.510401,2939.857344,592.8401849,2671.877825,4229.394948,2131.711646,5790.339097,3924.490154,3859.202527,426.3959091,2513.61145,0,0,0,244.1730637,0,0,0,0,0
JourneyStudent,5,1,>10000,Average,3816.182457,2320.574927,4282.517396,2700.961114,3760.369592,571.3898301,987.8617847,7036.762455,3055.904092,4599.586823,2736.048709,3856.812996,786.6121064,1859.630379,8167.530512,3408.048531,4315.316468,2758.176304,4167.043631,1046.587143,2590.908368,11771.75511,13733.05807,11856.68601,443.422488,467.01874,0,0,0,0
QuickSilverOne,3,0,<100,Average,4261.392133,2549.075685,3735.564111,2527.288542,2050.25177,483.9658104,1226.574209,4728.224511,1790.583393,3934.187852,2123.203198,2191.812868,639.1808815,1290.234142,3710.071547,1934.002266,5369.245338,1761.202545,2850.171091,531.9668241,1200.897584,0,0,0,213.5116839,0,0,0,0,0
QuickSilverOne,5,1,1000-10000,Average,5560.977871,2808.937234,3213.193666,2786.408497,3425.542248,511.5186726,1549.310249,7276.427984,4137.24217,4405.123141,2695.058485,5149.970897,654.1110236,1634.675315,9666.995344,5033.364267,5897.780369,3654.285635,6082.1372,925.1030148,1735.506878,17467.00734,20869.75493,20313.71119,762.7571018,733.1309182,0,0,0,0
QuickSilverOne,5,0,100-1000,Average,5041.579807,2803.599404,3307.826977,2282.351369,3257.64589,635.1190704,1504.875502,4626.12048,2019.212309,3858.620848,3266.948459,2411.701328,743.3823036,2026.361649,4559.67326,1828.06322,4390.834511,4874.54399,3137.1388,1024.192915,1867.049909,0,0,0,243.4949703,0,0,0,0,0
QuickSilverOne,5,1,<100,Average,4588.039673,3185.266066,3761.87417,2910.351698,2883.351355,458.5636639,978.1528089,7680.822273,3371.375548,3952.338411,3608.838972,2885.835805,547.5410266,1389.995202,10531.79425,3389.592616,6050.885517,5344.389618,4161.343791,632.686112,2420.168353,16989.40409,21711.27673,19889.41132,761.8513821,732.3761517,0,0,0,0
QuickSilverOne,3,0,>10000,Average,4290.0498,2460.206853,3750.731881,2117.397269,3558.809447,450.7662621,1153.234285,5838.338505,2576.295097,4145.610534,2006.925685,3382.8085,354.7886468,1599.830036,8100.638835,1952.878293,5095.276713,1549.627723,3017.431483,479.3525094,1317.081771,0,0,0,227.717937,0,0,0,0,0
QuickSilverOne,5,0,<100,Average,4841.651134,2949.70094,4835.614893,2267.288365,3084.023625,831.5003774,1585.276858,5932.823238,4308.472535,3701.615428,2436.069306,3916.167791,713.2785629,1132.425635,6467.819205,4829.377185,3468.383013,3606.508744,5722.901361,526.9453984,865.4363118,0,0,0,266.9258429,0,0,0,0,0
QuickSilverOne,3,1,100-1000,Average,4067.010717,2876.295267,3826.327076,2903.416871,2971.314422,484.7898717,1162.060294,6259.483806,3596.081553,4493.534154,3796.381708,3529.686332,667.6326048,2131.391227,6389.564202,4042.300584,6081.383294,4045.107248,5107.574468,741.0840111,2319.972705,20637.99548,23317.2171,18789.13925,824.1652775,784.3043979,0,0,0,0
JourneyStudent,5,1,>10000,Average,4512.892805,2505.849055,3056.778243,2243.722621,2670.396804,420.6649695,1027.083891,7149.886092,3184.783449,5016.714569,2157.353759,4622.066553,392.6374813,1366.970143,10052.2034,3733.427903,7045.154697,2072.49506,5754.733508,581.7978084,1887.392713,9800.296279,12286.01809,13948.47555,423.5218488,450.434874,0,0,0,0
JourneyStudent,2,1,1000-10000,Average,4290.356769,2504.002877,3692.968914,2381.008694,3555.364206,643.8796423,847.8926259,4599.10448,3321.275929,5372.437017,2677.565858,3470.628802,790.9539158,1132.645767,4822.280207,3486.634262,8718.111854,3270.483609,5909.560432,594.0623239,1412.114369,14354.30494,10802.43005,12117.33746,442.1110867,465.9259056,0,0,0,0
QuickSilverOne,4,0,<100,Average,4663.924339,2876.35789,3972.06027,2671.248982,2239.491043,452.6654907,1719.087444,5179.554689,3255.583186,3538.585156,3460.454357,2103.298711,603.1821538,1434.487161,6205.939561,2588.6941,3804.414116,2486.119999,1894.838679,487.9728353,2076.575072,0,0,0,239.9225319,0,0,0,0,0
JourneyStudent,3,1,<100,Average,4563.031364,2704.805724,4001.552191,1987.674085,3502.455044,592.000789,1733.247901,5966.281395,2933.046768,4873.39146,2496.329929,5683.832138,664.9689555,2572.146438,10035.66916,3467.223739,7215.658149,3047.691392,6222.899285,504.5552524,2748.979772,15388.48472,11934.24873,11562.29823,466.275475,486.0628959,0,0,0,0
QuickSilverOne,6,0,1000-10000,Average,4330.711375,2631.108138,4523.097277,2527.213866,3286.428613,536.6267318,1537.756076,6032.476731,3216.016743,4200.027767,2698.88499,3952.607562,466.1350628,1451.80757,7907.648845,2692.71645,3275.995641,3861.845698,5882.980899,626.1040628,1866.765118,0,0,0,251.5941312,0,0,0,0,0
QuickSilverOne,5,1,100-1000,Average,4643.431098,3312.50681,3093.602197,2911.315638,3298.264767,569.7844244,1238.055118,7020.298179,3432.757579,3639.441423,3385.835363,3770.181886,739.113823,1456.045885,9718.917154,4398.293369,5869.347673,2969.635334,5176.695096,554.1725398,1730.881073,16426.7133,19325.14149,17219.59982,677.5718192,662.1431827,0,0,0,0
QuickSilverOne,1,0,100-1000,Average,5361.166809,3072.57037,3734.669274,2825.428065,3588.340305,710.4937806,914.2354764,4206.116719,3482.928431,3015.109347,3164.425109,5243.638973,620.0234984,790.3988781,3063.544625,3718.029987,2712.530921,4272.665027,4625.964731,922.4502925,1075.46514,0,0,0,264.1035612,0,0,0,0,0
QuickSilverOne,2,0,100-1000,Average,5308.96339,3056.270017,4315.683468,1906.194511,2697.340505,539.7214479,1468.059182,6759.597085,3608.820223,5792.712456,1379.128555,3965.966409,593.1511405,1794.436736,4762.733407,5256.038536,8555.291044,1018.512482,3377.670346,829.0918309,2120.980063,0,0,0,250.3834878,0,0,0,0,0
QuickSilverOne,5,0,<100,Average,4134.740652,2734.235989,4577.135675,2622.564712,3128.771722,525.9931153,1210.581623,5121.836667,4058.382162,4372.647954,2066.896482,3044.617659,393.5502585,1528.944911,4655.360872,4116.238636,4376.237727,2948.728778,2981.556518,361.4875952,1495.180881,0,0,0,245.0103523,0,0,0,0,0
QuickSilverOne,2,1,<100,Average,5051.823084,3007.96815,3763.675227,2615.211088,2595.269565,811.2725686,1014.958228,5281.336128,2748.672741,6207.755826,2481.911174,3299.148657,669.832643,1520.499889,7858.496075,2256.303323,6648.33666,3301.682975,3883.405502,729.0651229,2185.148189,18428.96348,17752.47253,19540.64495,718.8312145,696.5260121,0,0,0,0
JourneyStudent,4,1,1000-10000,Average,4475.185923,3287.722496,3922.997055,2544.709024,3565.420329,759.9212116,1297.181659,6496.558744,4347.967374,6625.755211,2198.330106,5616.181251,821.0920887,1678.244384,10828.85996,5351.082878,9822.665394,3156.095429,6139.109446,829.9610396,2505.32053,13001.87323,14010.2652,10548.23605,446.4056172,469.504681,0,0,0,0
JourneyStudent,5,1,>10000,Average,4723.544583,2688.253448,3084.072434,2105.25135,3466.092267,408.2238462,1234.446882,5705.881438,3234.430761,3514.990515,1768.855776,5577.851227,549.5197568,2292.530848,8269.618281,2664.438935,4234.302465,1539.048307,5828.738217,641.8576366,3299.914963,16111.80142,16947.52061,12361.61166,564.3140054,567.7616712,0,0,0,0
JourneyStudent,4,1,<100,Average,4677.232407,2578.747228,3610.786494,2536.480191,3035.693575,463.592485,1401.183074,5127.104065,1967.336755,5960.311209,2660.570664,5255.533686,382.1116166,1846.359925,6684.534647,2447.675235,6552.690743,2914.589596,6606.0858,442.1385607,2162.226847,17647.97381,12649.03647,14012.45459,547.6419731,553.8683109,0,0,0,0
QuickSilverOne,4,1,>10000,Average,4103.169864,2508.895849,3625.94691,2543.813976,3848.955038,483.0920624,1093.168428,5921.660388,3020.630523,5561.058727,2537.043705,3679.126082,701.8259643,1858.721969,5701.903461,3725.743655,8829.746303,3161.874214,5325.191812,802.3901407,1868.439304,19943.59514,25345.97855,23820.6969,919.6540588,863.8783823,0,0,0,0
QuickSilverOne,6,0,<100,Average,4843.360271,2658.133445,3233.317535,2655.498779,4082.615111,504.8706718,1252.250484,6672.272559,1971.043025,3926.985899,3758.791941,3286.934704,746.1324975,1617.476283,7352.409463,2020.957471,4886.062715,4519.12421,3631.298285,813.6091065,1765.480732,0,0,0,249.4506944,0,0,0,0,0
QuickSilverOne,4,1,>10000,Average,4929.662192,2861.513409,4004.058527,2538.858463,3172.780442,481.3674022,1077.007391,7155.283333,4259.702716,3949.691196,3386.979384,5417.654375,564.5451883,1863.863725,8925.449271,4089.039574,4690.672252,3754.658809,8649.973824,576.7709451,2017.098463,19568.5281,21127.39812,25646.7898,878.1407405,829.2839504,0,0,0,0
JourneyStudent,1,1,>10000,Average,4468.063104,2599.982297,3831.013944,2062.452079,2821.753289,651.8358609,1238.536585,5457.360662,2113.468937,3953.041961,2572.310619,4371.752507,829.2145706,2318.416939,8653.621105,1528.731567,6105.284063,2265.992666,6158.890398,600.8407185,2865.234774,13886.06292,11690.98032,14812.51301,488.8433438,504.8694532,0,0,0,0
QuickSilverOne,3,0,<100,Average,4855.057934,3006.321315,3262.409903,2562.163544,2914.28325,601.1234594,1126.536366,4796.232409,3646.955025,2362.488748,3034.441501,3465.230858,679.8361293,1011.019227,5754.95286,2750.051444,2848.558337,4487.480202,3628.52926,821.9398728,759.0612108,0,0,0,235.9184366,0,0,0,0,0
QuickSilverOne,6,1,100-1000,Average,4699.373802,3394.641777,2986.843666,1811.877353,3620.545728,563.2595337,918.8862593,8321.16081,3608.412365,4779.897727,1900.937894,3413.277022,651.0226427,1208.20788,11056.54636,3035.858206,5145.547528,1362.376871,3513.660073,578.2550203,1447.555421,20310.61035,16648.53636,17677.91171,702.5558763,682.9632303,0,0,0,0
QuickSilverOne,1,0,<100,Average,4608.434807,2382.949549,3738.257296,2453.010866,2831.407585,597.6297542,1298.877144,4540.039003,2180.635562,5352.749522,1937.201646,2261.486397,750.6705609,1375.118589,6144.76997,3239.360989,6550.388376,2568.849492,3350.262032,1064.307259,1458.530291,0,0,0,229.658505,0,0,0,0,0
QuickSilverOne,4,1,>10000,Average,3762.128103,2648.107631,3943.907147,3174.852229,2954.383604,499.1252058,1652.60386,6682.623965,2588.331846,6337.502652,2886.72015,3899.067791,439.7858893,2953.106971,10894.57467,3279.939028,9280.729234,3133.966777,6198.376497,436.2279082,3055.235305,19935.59914,20552.72626,19638.04275,784.8955222,751.5796019,0,0,0,0
JourneyStudent,5,1,>10000,Average,4633.189744,2690.065866,3681.285824,1653.778817,2240.358532,767.4789341,1513.760633,7200.501797,2042.572167,6193.697005,1882.846056,4030.387146,892.2037336,2713.707609,11282.21892,2370.483415,10152.37873,2172.605092,4217.134759,973.5844024,4345.864888,11807.03542,14450.41742,16074.01639,517.9720383,529.1433653,0,0,0,0
QuickSilverOne,1,0,1000-10000,Average,4612.530036,2771.947159,3800.87388,2785.694345,3476.830823,751.8154275,1290.105426,5804.9477,3560.937455,3502.413757,3037.480189,3712.319459,1049.407558,1432.534933,6949.11032,2684.63878,4832.117121,4464.091614,3938.397819,1535.420858,1594.362111,0,0,0,253.3469564,0,0,0,0,0
QuickSilverOne,5,0,100-1000,Average,4861.902265,2198.14902,3385.283409,2080.863703,2513.763765,701.9752778,879.9845625,4103.48868,3285.543928,3597.427568,2321.242247,2038.402331,655.4046135,782.4070048,5570.141942,4511.075656,2857.647267,2810.16026,2756.469664,630.2648225,666.5987779,0,0,0,210.32883,0,0,0,0,0
QuickSilverOne,6,0,1000-10000,Average,4700.093534,2933.883248,4074.012707,2649.885031,2354.139116,555.8422132,943.505891,5535.340995,3166.194247,3371.407494,2199.987102,2064.213208,506.3459953,1088.014341,6140.196014,2412.39019,3606.658794,2345.169095,2688.493645,518.2214001,809.9473896,0,0,0,234.1704261,0,0,0,0,0
QuickSilverOne,3,0,100-1000,Average,4345.404512,2942.187874,3931.862407,2604.412487,3263.258512,698.2883817,1351.713178,3427.879341,2642.890097,5049.98044,2807.852644,3330.850934,1036.789155,1928.194747,3272.410845,3923.51543,7463.109106,2128.998495,2823.011899,1386.425504,2509.385536,0,0,0,248.0569103,0,0,0,0,0
QuickSilverOne,3,1,<100,Average,4738.099242,2887.457172,4564.685825,2782.666382,2473.513836,511.9850769,1107.080653,6801.550348,3491.010038,7782.481277,1976.225522,3511.097307,436.280857,1357.841456,7186.711342,3551.062319,8155.70594,1434.523423,3367.193135,564.7723802,1831.061102,18416.71681,17297.0742,16089.68825,660.0521888,647.5434907,0,0,0,0
QuickSilverOne,6,0,1000-10000,Average,4116.834864,2562.263791,3916.693489,2944.842037,3368.681815,604.1018791,1483.208544,3250.323449,2196.145977,5391.916221,2109.500144,4364.301197,605.4491551,1321.71902,4058.849821,1953.956696,5190.142585,2569.652989,5036.208153,490.9806601,1477.631848,0,0,0,245.9493963,0,0,0,0,0
QuickSilverOne,3,0,>10000,Average,4790.072057,3071.984157,3716.028084,2208.262608,2714.748279,789.6231204,1511.788322,3698.561008,2355.352249,5252.743938,2606.601475,3150.3576,718.9490106,1068.255554,3421.32985,2130.239863,3818.056317,2850.793731,4455.864247,963.5441456,1514.40928,0,0,0,243.0375994,0,0,0,0,0
QuickSilverOne,6,0,100-1000,Average,4752.300686,2711.666179,3578.978243,2236.781002,2191.105661,719.9800381,1333.943761,4535.787896,2878.432336,4895.982623,2132.33367,2699.37897,627.0701778,1119.525513,6770.822149,3836.432299,4996.883841,2113.64314,3106.248581,450.7369726,1399.576179,0,0,0,223.8713335,0,0,0,0,0
JourneyStudent,4,1,>10000,Average,3665.795221,2777.396519,3727.37829,2287.134602,4263.331116,410.518963,983.5041228,6977.953515,3596.841285,5375.964605,3049.437227,4329.055919,353.5416508,1505.509182,10146.6653,3855.777555,7005.196158,4327.295318,4011.290564,479.1802783,2688.699397,14955.84376,13140.30061,15346.57718,534.6408233,543.0340194,0,0,0,0
JourneyStudent,6,1,<100,Average,4713.701446,3029.975442,3556.01026,2823.499767,2881.705778,454.7171416,604.4036257,6720.592676,4459.494891,3635.584126,4133.647433,4900.597318,362.7141721,1304.427419,8758.932469,5078.387013,4226.753965,3372.778898,6272.443658,307.6056582,1432.333568,16084.81378,11618.98717,13630.87079,503.0200762,516.6833969,0,0,0,0
JourneyStudent,5,1,1000-10000,Average,4667.531784,2980.728778,4051.131595,2575.716377,3292.409814,568.0428563,783.5138172,5345.626541,3599.511274,4884.505128,2245.386024,5202.525957,475.3829714,1600.663001,8846.485468,3972.719634,4525.752959,2747.437196,5314.587402,582.96596,2181.26189,13214.31592,9720.018422,11747.75789,403.2313834,433.5261529,0,0,0,0
JourneyStudent,4,1,1000-10000,Average,3907.128671,2660.783253,3610.427077,2739.425925,2156.153588,633.6238794,1595.734531,4410.75297,2444.295339,5398.367249,2583.27992,2889.395403,937.9303562,1724.956081,6213.314658,3595.821505,5533.574871,3820.45437,3979.878531,744.4293545,3060.8048,12346.28193,9368.816377,9889.46762,357.068489,395.0570741,0,0,0,0
QuickSilverOne,5,0,1000-10000,Average,4284.604693,2376.330459,3809.847374,2984.377428,3067.980967,501.8166,856.4993705,5102.417978,1742.408753,4808.654105,2371.87484,3067.310449,466.1841045,804.2409532,7396.033629,2024.083293,5084.867767,2060.635639,4455.697371,600.3525903,890.0792904,0,0,0,229.2218534,0,0,0,0,0
QuickSilverOne,1,0,100-1000,Average,4342.00014,2675.466848,3817.084724,2507.966843,3742.955918,529.6966942,1586.527052,3897.412546,2464.74752,4264.978686,3210.573107,4200.052649,710.8504211,1442.050909,3658.097887,2045.498638,4625.652766,4287.265567,5995.967076,576.2569198,2105.741276,0,0,0,249.0254733,0,0,0,0,0
JourneyStudent,2,1,<100,Average,4120.875139,2643.419781,3886.798075,2147.732228,4038.501453,298.9270822,1349.505638,7249.934394,3165.468988,4310.019905,1966.127748,6372.627123,427.6034935,1628.724893,11428.4431,2402.466626,6178.212238,1904.042645,5560.107267,556.0356185,2229.013505,12187.05842,9328.398941,8660.026746,335.6322616,377.1935514,0,0,0,0
JourneyStudent,2,1,100-1000,Average,4208.196806,2717.272243,3289.000192,2579.574124,2806.697075,692.4901266,1290.572438,5808.453406,2271.876257,3603.65863,3582.867443,3521.678025,822.3936248,2397.13288,7900.708843,2135.316903,3561.213716,4904.498149,3484.436554,777.5802769,2830.591917,13293.01694,14216.07796,17356.1401,555.9785251,560.8154376,0,0,0,0
QuickSilverOne,5,1,<100,Average,4241.870887,2955.967084,3569.287675,3278.522805,2602.741372,605.2142124,1348.755425,7168.595075,2299.510705,4022.327286,4500.956434,2667.636147,814.3046473,1724.642868,6846.39521,3231.628817,6067.165425,4723.23682,3383.948501,1046.277557,2232.851321,18964.61782,23170.05769,27406.36444,926.1155992,869.2629993,0,0,0,0
QuickSilverOne,1,1,>10000,Average,4507.672494,2712.352533,3956.474867,2469.731876,2127.089981,580.945015,1570.94831,5553.890404,3501.086244,4391.137746,2506.528363,3664.549253,828.466917,2287.460758,6060.127267,4730.732043,5608.462937,2332.64497,3677.711407,1070.627588,3904.682797,17195.93526,21636.15424,26767.74747,866.9975546,819.9979622,0,0,0,0
QuickSilverOne,5,0,1000-10000,Average,4960.194379,2587.487653,2956.836025,3158.558153,2739.45998,740.4058573,1468.654388,5412.961995,2758.495101,2454.962463,2586.699867,2188.841885,762.9083435,1865.834296,7142.75372,4067.787346,2101.82738,3214.881413,2026.313561,935.2421855,1392.396948,0,0,0,240.1739465,0,0,0,0,0
JourneyStudent,5,1,<100,Average,5219.823307,2680.703891,3933.670491,1883.316027,3307.316904,507.4811892,1657.500664,7080.645673,3424.572518,6303.574847,2577.319062,5091.5074,608.958908,2560.335131,7584.462934,2814.401586,8111.077779,1935.840017,6462.277823,716.4532604,2732.539371,12308.47838,11074.66181,13967.93813,443.2661749,466.8884791,0,0,0,0
QuickSilverOne,6,0,<100,Average,4501.773453,2412.86353,3214.212143,2209.626045,3650.076233,693.5328056,965.6336945,5453.098176,3580.357573,4380.077594,2500.097807,3273.153811,939.6013792,1044.733775,4584.010105,3512.405667,3815.925106,1878.52497,2792.124661,1246.755416,1417.725697,0,0,0,225.7157686,0,0,0,0,0
QuickSilverOne,4,0,100-1000,Average,4559.893833,2524.303723,3584.503547,2899.210024,3842.571866,716.3320448,1170.89226,6320.564982,3098.083325,3121.578618,2878.513408,4446.670526,586.5955199,1199.937947,7114.944712,4093.855404,2826.354719,4150.456861,5707.831422,596.9303077,1707.658444,0,0,0,250.4656095,0,0,0,0,0
QuickSilverOne,3,0,1000-10000,Average,4915.178804,2996.58083,3336.10968,2141.658659,2945.317909,702.194686,1312.920541,4381.963705,2374.95015,4175.089888,1904.821918,3942.123891,737.9298224,1895.310119,5298.213513,1727.497501,3209.120147,1752.006023,3912.818094,907.7103552,1463.548196,0,0,0,236.2494166,0,0,0,0,0
JourneyStudent,4,1,>10000,Average,4544.612055,2292.462941,4197.040134,2636.724786,3448.197506,528.706815,1424.847472,8026.041226,3356.525562,6350.000508,3356.005418,5149.738522,423.0463131,1656.86641,12674.63557,2580.941946,9787.324646,4785.540518,7505.899681,497.1271479,2103.239588,13215.26633,17084.12188,16141.63905,579.615409,580.5128409,0,0,0,0
QuickSilverOne,1,0,100-1000,Average,4484.178468,2669.7861,3614.703892,2399.243702,2579.556536,550.1178223,1014.535095,4587.521923,2447.985729,4306.656165,1855.550043,3465.324123,628.5720266,767.3841322,4057.926669,3631.310061,6145.647977,1723.861428,3867.843383,442.5137723,839.9171666,0,0,0,220.6818242,0,0,0,0,0
QuickSilverOne,6,0,<100,Average,4589.58774,2474.845434,3204.901656,2566.503318,4803.07907,571.6142258,1216.65575,4604.576248,2124.717646,3574.679704,1823.433502,6965.361092,743.5598966,1180.23229,6040.931904,2532.630332,3921.135681,1351.462427,5754.37177,713.7345054,992.8274358,0,0,0,252.4078079,0,0,0,0,0
QuickSilverOne,2,1,<100,Average,5476.922371,2713.723327,3422.687902,2717.271824,4079.718993,632.4992104,1276.770529,6677.129332,3506.209815,5200.09839,2616.052625,6729.905407,769.8032086,2130.370318,8319.345708,3486.0811,8753.706181,1856.213112,6279.764527,774.8583437,3386.208777,16041.22539,19007.37137,15422.08848,640.0602786,630.8835655,0,0,0,0
JourneyStudent,1,1,1000-10000,Average,4686.08327,3263.807391,3917.098115,1875.905688,2217.365453,546.5779723,1918.087163,6000.639957,4445.858254,5166.030372,1362.576529,2812.605096,484.347348,2912.108403,8091.086829,4747.321108,8451.046211,1243.526288,4252.167155,525.2859371,4861.604418,8706.876024,7460.469139,6036.712098,216.0608589,277.5507157,0,0,0,0
QuickSilverOne,4,0,1000-10000,Average,4513.12414,2661.365275,3947.734615,2070.456367,2176.738145,739.610787,1156.332261,3533.355547,2838.659626,4783.731358,2009.32211,2149.608747,1076.567206,1569.964481,3402.129781,3444.497456,6046.30974,2605.124836,2990.578337,987.7100041,1571.256637,0,0,0,219.9804238,0,0,0,0,0
QuickSilverOne,2,1,<100,Average,4254.914897,2859.567808,3997.289782,2794.691766,2894.376488,651.8139008,1039.420625,7808.955834,2618.907611,5007.174405,3352.090509,2986.361484,782.4034998,1636.049227,12546.91178,3494.876796,5853.785387,4643.783719,4231.644228,1105.901573,2913.24811,20572.50632,18428.58325,16169.97545,710.5659752,689.6383126,0,0,0,0
JourneyStudent,1,1,100-1000,Average,5115.243644,2615.698048,3322.350767,2933.804845,1906.658754,677.5907563,1307.829319,5112.391382,3743.101923,5559.559711,2121.900412,3422.89823,524.7478637,2307.445268,6188.8226,3720.834074,5046.477623,2228.263197,3444.359439,432.4641599,3508.279619,9296.705336,8805.548904,6415.367736,250.7643296,306.4702747,0,0,0,0
QuickSilverOne,2,0,>10000,Average,4071.967889,2321.721446,3981.161515,2849.079522,2885.524444,472.1477995,1185.46503,6107.846926,1824.178473,4565.230835,2028.237729,3018.776137,333.9779611,1748.442311,4884.995302,2230.969909,5759.746065,1912.375291,4173.997479,278.5775079,1641.278041,0,0,0,227.5060147,0,0,0,0,0
QuickSilverOne,5,0,>10000,Average,4299.996619,2460.009731,3323.035905,3529.859216,3871.730073,574.0659432,1202.222605,3380.113662,2684.945445,4300.858748,5175.3693,4175.118665,473.3089708,1286.114117,3383.042251,1879.635251,6309.462676,5950.363602,4078.59827,365.7180352,1026.370714,0,0,0,249.9138014,0,0,0,0,0
QuickSilverOne,5,1,1000-10000,Average,5005.776023,2973.840389,4090.724406,1996.714862,2093.778368,632.04053,405.3404439,7154.221889,2113.933391,6187.567147,2149.912298,3263.573366,803.5995665,1018.075673,8070.372655,3030.68947,5658.077061,2011.011029,5576.554363,579.7695444,1365.315123,20440.85187,19679.92588,14798.10892,706.7833,686.4860834,0,0,0,0
QuickSilverOne,4,0,100-1000,Average,5666.529172,2780.402574,4488.088773,2395.751748,2604.616551,581.5851446,1487.081525,6921.920858,3051.540771,5999.64482,2820.710759,3457.941969,458.3489202,1543.835832,6682.021437,2949.661949,5994.488217,2799.931725,4381.168849,645.2501825,1988.315742,0,0,0,261.0608323,0,0,0,0,0
QuickSilverOne,6,0,>10000,Average,3810.005806,2439.35174,3796.46411,2631.54751,2978.703702,645.0801309,1367.418246,2925.349946,2355.801475,3105.373733,2370.595575,3763.913813,936.1099093,1604.720187,4180.394192,2826.980643,3351.861418,1736.144708,4636.590538,1160.424399,1466.71808,0,0,0,226.0285687,0,0,0,0,0
QuickSilverOne,4,0,>10000,Average,4444.111514,3183.932976,3518.868461,2619.627795,3056.547275,425.7370292,1656.630246,4093.294619,4102.137692,2729.073176,3067.818779,3660.067808,494.9546689,1899.311871,3223.244929,2900.867626,4086.234014,3610.938977,3915.985242,594.9939007,1608.706019,0,0,0,244.5818294,0,0,0,0,0
